'Elapsed time','Direct_1','Abdomen_1','Abdomen_2','Abdomen_3','Abdomen_4','EDF Annotations'
'0:08.240',20.000,2.600,-0.100,-0.800,-3.200,0.500
'0:08.241',20.100,2.700,-0.200,-0.100,-2.500,0.500
'0:08.242',21.100,3.300,-0.500,1.000,-1.800,0.500
'0:08.243',22.900,4.200,-1.200,1.900,-1.400,0.500
'0:08.244',24.700,4.900,-2.100,2.400,-1.400,0.500
'0:08.245',25.800,5.200,-3.200,2.300,-1.600,0.500
'0:08.246',25.700,4.800,-4.200,1.900,-1.600,0.500
'0:08.247',24.700,4.100,-4.800,1.300,-1.500,0.500
'0:08.248',23.400,3.300,-5.200,0.900,-1.200,0.500
'0:08.249',22.400,2.800,-5.500,0.500,-1.000,0.500
'0:08.250',22.000,2.700,-5.900,0.200,-0.900,0.500
'0:08.251',22.300,2.800,-6.500,-0.100,-1.000,0.500
'0:08.252',22.700,2.900,-7.300,-0.400,-1.000,0.500
'0:08.253',23.000,2.800,-8.100,-0.400,-0.800,0.500
'0:08.254',23.100,2.500,-8.400,-0.200,-0.300,0.500
'0:08.255',23.000,2.300,-8.300,0.200,0.300,0.500
'0:08.256',22.800,2.300,-7.800,0.600,0.700,0.500
'0:08.257',22.600,2.500,-7.300,0.900,0.800,0.500
'0:08.258',22.200,2.800,-7.000,0.900,0.800,0.500
'0:08.259',21.600,2.900,-7.100,0.700,0.700,0.500
'0:08.260',21.000,2.500,-7.400,0.600,0.600,0.500
'0:08.261',20.700,1.800,-7.700,0.700,0.700,0.500
'0:08.262',21.000,1.000,-7.900,0.900,1.000,0.500
'0:08.263',21.700,0.400,-7.700,1.200,1.200,0.500
'0:08.264',22.300,0.100,-7.300,1.500,1.600,0.500
'0:08.265',22.400,0.200,-6.900,1.800,2.200,0.500
'0:08.266',21.900,0.500,-6.700,2.300,2.800,0.500
'0:08.267',21.300,0.900,-6.500,3.200,3.300,0.500
'0:08.268',21.300,1.400,-6.000,4.400,3.800,0.500
'0:08.269',22.200,2.100,-5.200,5.600,4.100,0.500
'0:08.270',23.700,3.000,-3.600,6.300,4.300,0.500
'0:08.271',24.900,4.100,-1.300,6.400,4.700,0.500
'0:08.272',24.800,5.100,1.500,5.900,5.300,0.500
'0:08.273',23.300,5.800,4.400,5.100,5.900,0.500
'0:08.274',20.900,6.000,6.900,4.300,6.200,0.500
'0:08.275',19.000,5.600,8.500,3.900,6.200,0.500
'0:08.276',18.400,4.700,9.100,3.500,5.800,0.500
'0:08.277',19.400,3.400,8.900,3.000,5.100,0.500
'0:08.278',21.300,2.100,8.000,2.200,4.300,0.500
'0:08.279',23.000,0.700,7.000,0.900,3.500,0.500
'0:08.280',23.600,-0.600,6.200,-0.500,2.700,0.500
'0:08.281',22.900,-1.600,5.500,-1.800,1.800,0.500
'0:08.282',21.400,-2.500,4.800,-2.700,0.900,0.500
'0:08.283',20.000,-3.000,4.100,-3.000,0.200,0.500
'0:08.284',19.100,-3.000,3.300,-2.800,0.200,0.500
'0:08.285',19.200,-2.600,2.800,-2.100,0.800,0.500
'0:08.286',20.000,-1.900,2.900,-0.900,1.800,0.500
'0:08.287',21.200,-1.100,3.500,0.300,2.900,0.500
'0:08.288',22.700,-0.500,4.400,1.100,3.500,0.500
'0:08.289',23.900,-0.600,5.100,1.300,3.400,0.500
'0:08.290',24.800,-1.200,5.400,0.800,2.800,0.500
'0:08.291',25.100,-2.300,5.200,-0.300,2.100,0.500
'0:08.292',24.700,-3.500,4.900,-1.400,1.500,0.500
'0:08.293',23.900,-4.400,4.800,-2.100,1.300,0.500
'0:08.294',22.900,-5.000,5.000,-2.100,1.300,0.500
'0:08.295',22.000,-5.200,5.300,-1.700,1.300,0.500
'0:08.296',21.300,-5.300,5.100,-0.900,1.200,0.500
'0:08.297',20.900,-5.400,4.300,-0.200,1.000,0.500
'0:08.298',20.300,-5.600,3.100,0.700,0.900,0.500
'0:08.299',19.500,-5.800,2.000,1.600,1.200,0.500
'0:08.300',18.700,-5.900,1.500,2.700,1.800,0.500
'0:08.301',18.500,-5.600,1.800,3.800,2.700,0.500
'0:08.302',19.500,-5.100,2.800,4.700,3.800,0.500
'0:08.303',21.700,-4.500,4.100,5.000,4.800,0.500
'0:08.304',24.700,-3.900,5.300,4.800,5.700,0.500
'0:08.305',27.300,-3.500,6.400,4.100,6.400,0.500
'0:08.306',28.400,-3.200,7.300,3.200,7.000,0.500
'0:08.307',27.500,-3.000,8.200,2.400,7.200,0.500
'0:08.308',24.900,-3.000,8.800,1.900,7.200,0.500
'0:08.309',21.400,-3.000,9.000,1.700,6.900,0.500
'0:08.310',18.300,-3.100,8.800,1.700,6.500,0.500
'0:08.311',16.700,-3.200,8.300,2.000,6.200,0.500
'0:08.312',16.600,-3.400,7.700,2.500,6.200,0.500
'0:08.313',17.900,-3.500,7.400,3.000,6.400,0.500
'0:08.314',19.700,-3.700,7.200,3.500,6.700,0.500
'0:08.315',21.100,-3.800,6.800,3.600,6.900,0.500
'0:08.316',21.300,-4.000,6.000,3.400,6.700,0.500
'0:08.317',20.000,-4.300,4.700,2.900,6.300,0.500
'0:08.318',17.400,-4.800,3.200,2.500,5.800,0.500
'0:08.319',14.100,-5.500,1.900,2.200,5.300,0.500
'0:08.320',11.200,-6.400,1.100,1.900,4.800,0.500
'0:08.321',9.900,-7.400,0.800,1.600,4.300,0.500
'0:08.322',10.600,-8.300,0.900,0.900,3.600,0.500
'0:08.323',12.900,-9.200,0.800,0.100,2.900,0.500
'0:08.324',15.800,-10.000,0.600,-0.600,2.100,0.500
'0:08.325',18.100,-10.800,0.200,-1.000,1.600,0.500
'0:08.326',18.900,-11.600,-0.100,-0.700,1.400,0.500
'0:08.327',18.300,-12.300,-0.300,-0.200,1.500,0.500
'0:08.328',17.100,-12.900,-0.400,0.300,1.700,0.500
'0:08.329',16.000,-13.400,-0.700,0.400,1.900,0.500
'0:08.330',15.300,-13.800,-1.200,-0.100,2.300,0.500
'0:08.331',14.900,-14.100,-2.000,-0.900,2.700,0.500
'0:08.332',14.600,-14.400,-2.700,-1.600,3.300,0.500
'0:08.333',14.400,-14.700,-3.000,-1.800,4.100,0.500
'0:08.334',14.400,-15.000,-2.600,-1.500,4.700,0.500
'0:08.335',15.000,-15.200,-1.700,-0.800,5.000,0.500
'0:08.336',16.200,-15.200,-0.700,-0.300,4.900,0.500
'0:08.337',17.300,-15.200,0.300,0.100,4.900,0.500
'0:08.338',17.700,-15.200,0.900,0.200,5.100,0.500
'0:08.339',16.800,-15.200,1.300,0.500,5.900,0.500
'0:08.340',14.700,-15.400,1.700,1.100,7.100,0.500
'0:08.341',11.900,-15.700,2.000,1.800,8.100,0.500
'0:08.342',9.400,-16.200,2.200,2.300,8.400,0.500
'0:08.343',7.900,-16.700,2.000,2.400,7.800,0.500
'0:08.344',7.600,-17.100,1.500,1.900,6.500,0.500
'0:08.345',8.600,-17.400,0.900,1.000,5.100,0.500
'0:08.346',10.700,-17.400,0.500,0.100,4.300,0.500
'0:08.347',13.700,-17.200,0.600,-0.300,4.400,0.500
'0:08.348',17.000,-16.800,1.000,-0.200,5.200,0.500
'0:08.349',19.800,-16.400,1.300,0.200,6.200,0.500
'0:08.350',21.200,-16.200,1.100,0.600,7.000,0.500
'0:08.351',20.400,-16.200,0.500,0.600,7.100,0.500
'0:08.352',17.400,-16.300,-0.400,0.300,6.900,0.500
'0:08.353',13.100,-16.500,-1.100,-0.300,6.400,0.500
'0:08.354',9.400,-16.600,-1.500,-0.700,6.100,0.500
'0:08.355',7.700,-16.500,-1.500,-0.800,5.900,0.500
'0:08.356',8.700,-16.500,-1.300,-0.800,5.900,0.500
'0:08.357',11.600,-16.500,-1.300,-0.700,5.800,0.500
'0:08.358',14.600,-16.900,-1.300,-0.700,5.700,0.500
'0:08.359',16.100,-17.500,-1.000,-0.900,5.700,0.500
'0:08.360',15.300,-18.200,-0.100,-1.100,5.800,0.500
'0:08.361',13.000,-18.700,1.300,-1.200,6.000,0.500
'0:08.362',10.900,-19.000,2.900,-1.000,6.200,0.500
'0:08.363',10.500,-18.900,3.900,-0.600,6.100,0.500
'0:08.364',12.100,-18.700,3.600,-0.200,5.800,0.500
'0:08.365',15.000,-18.500,2.200,0.000,5.200,0.500
'0:08.366',17.600,-18.600,0.100,-0.300,4.600,0.500
'0:08.367',18.700,-18.800,-1.600,-0.900,4.100,0.500
'0:08.368',18.100,-19.000,-2.200,-1.600,4.000,0.500
'0:08.369',16.400,-18.800,-1.400,-2.000,4.400,0.500
'0:08.370',14.900,-18.200,0.500,-1.800,5.300,0.500
'0:08.371',14.600,-17.100,2.700,-0.800,6.400,0.500
'0:08.372',15.900,-15.800,4.400,0.700,7.700,0.500
'0:08.373',18.400,-14.400,5.400,2.500,8.900,0.500
'0:08.374',20.900,-13.100,5.700,4.200,9.800,0.500
'0:08.375',22.200,-12.000,5.700,5.400,10.400,0.500
'0:08.376',21.400,-11.000,5.800,5.900,10.500,0.500
'0:08.377',18.300,-10.100,6.000,5.900,10.200,0.500
'0:08.378',14.100,-9.200,6.200,5.600,9.700,0.500
'0:08.379',10.500,-8.400,6.100,5.200,9.100,0.500
'0:08.380',9.600,-7.700,5.900,4.700,8.500,0.500
'0:08.381',12.200,-7.300,5.600,4.200,7.800,0.500
'0:08.382',17.400,-7.300,5.400,3.500,7.100,0.500
'0:08.383',22.400,-7.800,5.200,2.500,6.400,0.500
'0:08.384',24.400,-8.800,5.100,1.300,5.500,0.500
'0:08.385',21.700,-9.900,4.900,0.200,4.500,0.500
'0:08.386',15.600,-10.800,4.500,-0.400,3.500,0.500
'0:08.387',9.200,-11.200,4.100,-0.100,2.500,0.500
'0:08.388',5.800,-11.000,3.800,0.800,1.700,0.500
'0:08.389',7.100,-10.400,3.700,1.900,1.000,0.500
'0:08.390',11.800,-9.700,3.900,2.600,0.600,0.500
'0:08.391',16.900,-9.200,4.300,2.500,0.300,0.500
'0:08.392',19.500,-9.000,4.900,1.800,0.100,0.500
'0:08.393',18.600,-8.600,6.000,0.800,0.100,0.500
'0:08.394',15.600,-7.800,7.500,0.300,0.300,0.500
'0:08.395',13.100,-6.400,9.300,0.300,0.400,0.500
'0:08.396',12.900,-4.800,11.100,0.600,0.500,0.500
'0:08.397',14.900,-3.700,12.200,0.900,0.200,0.500
'0:08.398',17.500,-3.300,12.500,0.700,-0.300,0.500
'0:08.399',18.600,-3.900,12.100,0.100,-1.000,0.500
'0:08.400',17.300,-4.800,11.300,-0.400,-1.700,0.500
'0:08.401',14.300,-5.400,10.900,-0.300,-2.200,0.500
'0:08.402',11.300,-5.400,11.200,0.700,-2.300,0.500
'0:08.403',9.900,-4.700,12.200,2.100,-2.000,0.500
'0:08.404',10.300,-3.800,13.600,3.400,-1.200,0.500
'0:08.405',12.100,-3.200,14.600,4.100,-0.200,0.500
'0:08.406',14.000,-3.000,14.900,4.200,1.000,0.500
'0:08.407',15.000,-3.000,14.400,4.000,2.000,0.500
'0:08.408',15.000,-2.800,13.200,3.800,2.700,0.500
'0:08.409',14.300,-2.100,11.800,3.700,2.700,0.500
'0:08.410',13.400,-1.000,10.600,3.600,2.200,0.500
'0:08.411',12.800,0.100,9.600,3.300,1.400,0.500
'0:08.412',12.700,0.700,8.900,2.600,0.400,0.500
'0:08.413',12.800,0.800,8.400,1.800,-0.300,0.500
'0:08.414',12.900,0.700,8.000,1.400,-0.700,0.500
'0:08.415',12.900,0.900,7.900,1.500,-0.800,0.500
'0:08.416',12.500,1.700,8.000,2.100,-0.700,0.500
'0:08.417',12.000,3.000,8.500,2.700,-0.600,0.500
'0:08.418',11.400,4.300,9.000,2.800,-0.700,0.500
'0:08.419',11.100,5.300,9.300,2.100,-1.000,0.500
'0:08.420',11.100,5.500,9.000,0.700,-1.400,0.500
'0:08.421',11.300,5.200,8.200,-0.600,-1.800,0.500
'0:08.422',11.300,4.700,6.900,-1.200,-2.200,0.500
'0:08.423',11.000,4.300,5.600,-0.900,-2.600,0.500
'0:08.424',10.500,4.200,4.700,0.200,-2.800,0.500
'0:08.425',10.100,4.400,4.500,1.600,-2.900,0.500
'0:08.426',10.000,4.700,4.700,2.600,-2.700,0.500
'0:08.427',10.300,5.200,5.300,2.800,-2.200,0.500
'0:08.428',10.700,5.600,5.800,2.300,-1.600,0.500
'0:08.429',11.000,6.000,6.100,1.600,-1.100,0.500
'0:08.430',11.100,6.300,6.200,1.200,-0.700,0.500
'0:08.431',11.400,6.500,6.200,1.100,-0.800,0.500
'0:08.432',12.300,6.600,6.300,1.200,-1.200,0.500
'0:08.433',13.800,6.500,6.400,1.200,-1.600,0.500
'0:08.434',15.300,6.300,6.700,0.800,-1.700,0.500
'0:08.435',16.100,6.300,7.000,0.400,-1.400,0.500
'0:08.436',15.400,6.400,7.300,0.100,-0.800,0.500
'0:08.437',13.400,6.600,7.900,0.300,-0.200,0.500
'0:08.438',11.000,6.700,8.500,0.800,0.200,0.500
'0:08.439',9.300,6.600,9.200,1.200,0.100,0.500
'0:08.440',9.300,6.200,9.700,1.200,-0.500,0.500
'0:08.441',10.800,6.000,9.800,0.500,-1.400,0.500
'0:08.442',13.000,6.100,9.600,-0.400,-2.000,0.500
'0:08.443',14.800,6.800,9.400,-0.800,-2.100,0.500
'0:08.444',15.300,8.000,9.100,-0.400,-1.500,0.500
'0:08.445',14.700,9.400,9.000,1.000,-0.500,0.500
'0:08.446',13.800,10.300,8.900,2.600,0.600,0.500
'0:08.447',13.900,10.400,8.800,3.800,1.300,0.500
'0:08.448',15.500,9.700,8.500,4.200,1.400,0.500
'0:08.449',18.300,8.700,8.100,3.800,1.000,0.500
'0:08.450',21.200,7.800,7.700,3.100,0.500,0.500
'0:08.451',22.900,7.800,7.600,2.400,0.200,0.500
'0:08.452',22.500,8.500,7.600,2.200,0.200,0.500
'0:08.453',20.400,9.700,8.100,2.200,0.400,0.500
'0:08.454',18.100,10.900,8.700,2.300,0.400,0.500
'0:08.455',17.300,11.400,9.500,2.100,0.200,0.500
'0:08.456',18.900,11.300,10.200,1.800,-0.400,0.500
'0:08.457',22.600,10.700,10.600,1.400,-1.000,0.500
'0:08.458',26.600,10.000,10.700,1.100,-1.400,0.500
'0:08.459',29.000,9.700,10.400,1.300,-1.300,0.500
'0:08.460',28.500,10.000,9.800,1.800,-1.000,0.500
'0:08.461',25.200,10.500,9.100,2.500,-0.700,0.500
'0:08.462',20.600,11.200,8.600,3.300,-0.700,0.500
'0:08.463',16.800,11.600,8.300,4.000,-0.900,0.500
'0:08.464',15.000,11.800,8.400,4.400,-1.200,0.500
'0:08.465',15.400,11.700,8.500,4.300,-1.200,0.500
'0:08.466',16.800,11.500,8.600,4.000,-1.000,0.500
'0:08.467',17.900,11.300,8.400,3.500,-0.700,0.500
'0:08.468',17.800,10.900,7.800,3.100,-0.600,0.500
'0:08.469',16.600,10.300,7.000,2.700,-1.100,0.500
'0:08.470',15.300,9.400,5.800,2.400,-2.200,0.500
'0:08.471',14.600,8.300,4.400,2.000,-3.700,0.500
'0:08.472',14.800,7.200,2.700,1.200,-5.100,0.500
'0:08.473',15.300,6.200,1.000,0.200,-6.100,0.500
'0:08.474',15.500,5.400,-0.300,-0.900,-6.600,0.500
'0:08.475',14.900,4.800,-1.100,-1.800,-6.600,0.500
'0:08.476',13.800,4.300,-1.000,-2.200,-6.500,0.500
'0:08.477',12.900,4.000,-0.400,-2.200,-6.400,0.500
'0:08.478',12.700,3.800,0.400,-2.100,-6.400,0.500
'0:08.479',12.800,3.700,0.700,-2.000,-6.500,0.500
'0:08.480',12.600,3.600,0.300,-2.100,-6.500,0.500
'0:08.481',11.100,3.400,-0.700,-2.500,-6.300,0.500
'0:08.482',8.700,3.100,-2.000,-2.800,-5.900,0.500
'0:08.483',6.600,2.800,-3.100,-3.000,-5.600,0.500
'0:08.484',6.300,2.400,-3.800,-3.000,-5.500,0.500
'0:08.485',8.800,2.200,-4.200,-3.100,-5.800,0.500
'0:08.486',13.400,2.000,-4.700,-3.500,-6.400,0.500
'0:08.487',17.600,1.600,-5.500,-4.300,-7.300,0.500
'0:08.488',18.900,0.900,-6.700,-5.400,-8.100,0.500
'0:08.489',16.200,-0.200,-8.100,-6.500,-8.600,0.500
'0:08.490',10.400,-1.300,-9.300,-7.100,-8.700,0.500
'0:08.491',4.600,-2.000,-9.800,-6.800,-8.200,0.500
'0:08.492',1.800,-1.700,-9.400,-5.600,-7.400,0.500
'0:08.493',3.200,-0.300,-8.200,-4.100,-6.600,0.500
'0:08.494',7.400,1.700,-6.800,-2.700,-6.100,0.500
'0:08.495',11.400,3.500,-5.600,-2.100,-6.000,0.500
'0:08.496',12.400,4.400,-5.100,-2.300,-6.300,0.500
'0:08.497',9.900,4.000,-5.500,-3.200,-6.800,0.500
'0:08.498',5.800,2.800,-6.200,-4.000,-7.100,0.500
'0:08.499',3.000,1.400,-7.000,-4.400,-7.200,0.500
'0:08.500',3.500,0.700,-7.100,-3.900,-6.800,0.500
'0:08.501',6.900,0.900,-6.600,-2.700,-6.100,0.500
'0:08.502',11.000,1.900,-5.500,-1.500,-5.500,0.500
'0:08.503',12.900,2.800,-4.400,-0.700,-4.900,0.500
'0:08.504',11.700,3.000,-3.800,-0.900,-4.700,0.500
'0:08.505',8.400,2.400,-3.900,-1.800,-4.800,0.500
'0:08.506',5.500,1.300,-4.600,-3.100,-5.200,0.500
'0:08.507',4.800,0.300,-5.600,-3.900,-5.600,0.500
'0:08.508',6.200,-0.100,-6.500,-4.000,-6.100,0.500
'0:08.509',8.000,0.100,-7.000,-3.300,-6.400,0.500
'0:08.510',8.100,0.600,-7.100,-2.200,-6.500,0.500
'0:08.511',6.000,1.000,-6.900,-1.300,-6.300,0.500
'0:08.512',2.800,1.000,-6.400,-1.100,-6.000,0.500
'0:08.513',0.900,0.900,-5.900,-1.600,-5.800,0.500
'0:08.514',1.600,0.900,-5.500,-2.400,-5.700,0.500
'0:08.515',4.500,1.100,-5.300,-3.200,-5.800,0.500
'0:08.516',7.800,1.400,-5.600,-3.500,-6.100,0.500
'0:08.517',9.100,1.500,-6.300,-3.300,-6.300,0.500
'0:08.518',7.700,1.200,-7.100,-2.800,-6.200,0.500
'0:08.519',4.400,0.600,-7.700,-2.300,-5.900,0.500
'0:08.520',1.300,-0.200,-7.900,-2.100,-5.500,0.500
'0:08.521',0.100,-0.600,-7.800,-2.500,-5.100,0.500
'0:08.522',1.000,-0.500,-7.600,-3.500,-5.200,0.500
'0:08.523',3.200,-0.100,-7.500,-4.700,-5.600,0.500
'0:08.524',5.300,0.400,-7.400,-5.900,-6.400,0.500
'0:08.525',6.200,0.700,-7.100,-6.800,-7.200,0.500
'0:08.526',5.900,0.600,-6.200,-7.100,-7.700,0.500
'0:08.527',5.100,0.600,-4.500,-6.600,-7.600,0.500
'0:08.528',4.300,0.800,-2.200,-5.700,-7.000,0.500
'0:08.529',4.100,1.500,0.200,-4.600,-6.000,0.500
'0:08.530',4.300,2.400,2.000,-3.800,-5.100,0.500
'0:08.531',4.900,3.300,2.900,-3.400,-4.400,0.500
'0:08.532',5.600,3.800,2.800,-3.600,-4.200,0.500
'0:08.533',5.800,3.700,2.200,-4.000,-4.300,0.500
'0:08.534',5.100,3.200,1.500,-4.300,-4.500,0.500
'0:08.535',3.200,2.600,0.900,-4.400,-4.600,0.500
'0:08.536',0.500,2.400,0.600,-4.200,-4.400,0.500
'0:08.537',-2.100,2.500,0.600,-3.900,-4.000,0.500
'0:08.538',-3.400,2.900,0.600,-3.700,-3.600,0.500
'0:08.539',-2.700,3.300,0.700,-3.500,-3.400,0.500
'0:08.540',-0.100,3.500,0.900,-3.500,-3.600,0.500
'0:08.541',2.800,3.400,1.200,-3.500,-3.900,0.500
'0:08.542',4.700,3.300,1.700,-3.400,-4.200,0.500
'0:08.543',4.500,3.100,2.100,-3.400,-4.300,0.500
'0:08.544',2.700,2.900,2.300,-3.500,-4.500,0.500
'0:08.545',0.500,2.700,2.100,-3.800,-4.900,0.500
'0:08.546',-0.700,2.300,1.400,-4.200,-5.700,0.500
'0:08.547',0.000,1.700,0.500,-4.200,-6.700,0.500
'0:08.548',2.300,1.100,-0.300,-3.600,-7.500,0.500
'0:08.549',5.000,1.100,-0.800,-2.400,-7.700,0.500
'0:08.550',6.800,1.800,-0.500,-0.900,-6.800,0.500
'0:08.551',7.100,3.300,0.200,0.500,-5.100,0.500
'0:08.552',6.100,5.100,1.100,1.300,-3.200,0.500
'0:08.553',4.500,6.700,2.000,1.400,-1.700,0.500
'0:08.554',3.400,7.700,2.500,1.200,-1.000,0.500
'0:08.555',3.400,7.900,2.900,0.900,-1.100,0.500
'0:08.556',4.400,7.800,3.300,1.000,-1.600,0.500
'0:08.557',5.700,7.700,3.700,1.600,-1.800,0.500
'0:08.558',6.500,7.800,4.100,2.200,-1.600,0.500
'0:08.559',6.100,8.200,4.000,2.600,-1.000,0.500
'0:08.560',4.700,8.300,3.200,2.500,-0.500,0.500
'0:08.561',2.800,7.800,1.600,1.800,-0.600,0.500
'0:08.562',1.300,6.700,-0.300,0.700,-1.500,0.500
'0:08.563',0.900,5.000,-1.900,-0.500,-2.800,0.500
'0:08.564',1.800,3.200,-2.900,-1.400,-4.100,0.500
'0:08.565',3.500,1.800,-3.300,-1.800,-4.800,0.500
'0:08.566',5.400,1.200,-3.300,-1.800,-4.800,0.500
'0:08.567',6.900,1.300,-3.400,-1.500,-4.200,0.500
'0:08.568',7.700,2.000,-4.000,-1.100,-3.500,0.500
'0:08.569',7.800,2.700,-5.000,-0.800,-3.200,0.500
'0:08.570',7.400,3.000,-6.400,-1.000,-3.600,0.500
'0:08.571',6.900,2.700,-7.900,-1.700,-4.600,0.500
'0:08.572',6.500,1.600,-9.300,-2.800,-5.900,0.500
'0:08.573',6.600,0.400,-10.500,-4.000,-7.100,0.500
'0:08.574',7.100,-0.700,-11.300,-4.900,-7.800,0.500
'0:08.575',8.000,-1.000,-11.600,-5.000,-8.000,0.500
'0:08.576',8.500,-0.700,-11.600,-4.600,-7.800,0.500
'0:08.577',8.100,0.000,-11.200,-3.700,-7.400,0.500
'0:08.578',6.200,0.600,-10.900,-3.000,-7.000,0.500
'0:08.579',3.100,0.600,-10.900,-2.800,-6.600,0.500
'0:08.580',-0.100,0.100,-11.100,-3.200,-6.400,0.500
'0:08.581',-2.200,-0.800,-11.300,-3.900,-6.200,0.500
'0:08.582',-2.300,-1.500,-11.400,-4.600,-6.200,0.500
'0:08.583',-0.500,-1.900,-11.200,-5.000,-6.200,0.500
'0:08.584',2.200,-2.000,-11.100,-4.800,-6.500,0.500
'0:08.585',4.100,-1.800,-11.200,-4.200,-6.700,0.500
'0:08.586',4.500,-1.600,-11.500,-3.500,-6.600,0.500
'0:08.587',3.700,-1.100,-11.400,-2.800,-5.700,0.500
'0:08.588',3.300,-0.400,-10.600,-2.200,-3.900,0.500
'0:08.589',5.300,0.800,-8.600,-1.500,-1.700,0.500
'0:08.590',10.400,2.100,-6.000,-0.800,0.500,0.500
'0:08.591',17.900,3.300,-3.400,-0.200,2.200,0.500
'0:08.592',25.900,4.200,-1.500,0.500,3.500,0.500
'0:08.593',32.400,4.900,-0.400,1.500,5.100,0.500
'0:08.594',37.001,5.900,0.900,3.200,8.200,0.500
'0:08.595',41.001,7.800,3.500,6.000,13.200,0.500
'0:08.596',46.501,11.000,8.000,9.900,19.800,0.500
'0:08.597',55.201,15.200,13.700,14.400,26.500,0.500
'0:08.598',66.801,19.300,18.800,18.400,31.500,0.500
'0:08.599',78.801,22.400,21.400,20.800,33.401,0.500
'0:08.600',87.701,23.600,20.600,20.900,32.000,0.500
'0:08.601',90.701,22.900,16.900,19.000,28.200,0.500
'0:08.602',87.201,20.700,11.900,15.700,23.600,0.500
'0:08.603',78.801,18.200,7.500,12.200,19.300,0.500
'0:08.604',68.101,15.800,4.600,9.200,15.600,0.500
'0:08.605',57.501,14.000,2.800,7.000,12.200,0.500
'0:08.606',47.901,12.500,1.000,5.000,8.300,0.500
'0:08.607',39.001,10.700,-1.900,2.800,3.500,0.500
'0:08.608',29.400,8.300,-6.400,-0.100,-2.100,0.500
'0:08.609',18.200,5.500,-11.700,-3.300,-7.700,0.500
'0:08.610',4.800,2.500,-16.800,-6.500,-12.600,0.500
'0:08.611',-10.100,0.100,-20.300,-8.700,-15.900,0.500
'0:08.612',-24.700,-1.400,-21.600,-9.500,-17.400,0.500
'0:08.613',-37.001,-1.700,-20.800,-8.900,-17.100,0.500
'0:08.614',-45.101,-1.100,-18.600,-7.500,-15.700,0.500
'0:08.615',-48.301,-0.200,-16.000,-6.100,-13.900,0.500
'0:08.616',-47.201,0.600,-13.900,-5.400,-12.300,0.500
'0:08.617',-43.501,1.100,-12.500,-5.400,-11.100,0.500
'0:08.618',-39.201,1.200,-11.800,-5.900,-10.100,0.500
'0:08.619',-35.301,1.500,-11.200,-5.900,-9.000,0.500
'0:08.620',-31.900,2.200,-10.200,-4.900,-7.300,0.500
'0:08.621',-27.700,3.500,-8.600,-3.000,-5.100,0.500
'0:08.622',-22.100,5.100,-6.600,-0.600,-3.100,0.500
'0:08.623',-15.300,6.400,-5.000,1.400,-1.800,0.500
'0:08.624',-8.700,6.900,-4.400,2.200,-1.500,0.500
'0:08.625',-4.200,6.700,-4.900,1.900,-2.000,0.500
'0:08.626',-2.700,5.900,-6.200,0.900,-2.500,0.500
'0:08.627',-3.600,5.100,-7.500,0.100,-2.300,0.500
'0:08.628',-5.000,4.900,-8.200,0.300,-1.100,0.500
'0:08.629',-4.900,5.400,-8.000,1.500,0.700,0.500
'0:08.630',-2.600,6.100,-7.300,3.100,2.000,0.500
'0:08.631',1.100,6.600,-7.000,4.200,2.100,0.500
'0:08.632',4.500,6.200,-7.300,4.100,0.900,0.500
'0:08.633',6.200,4.900,-8.300,2.700,-1.100,0.500
'0:08.634',6.000,3.000,-9.400,0.700,-2.800,0.500
'0:08.635',4.800,1.300,-9.800,-1.100,-3.600,0.500
'0:08.636',3.700,0.500,-9.200,-1.800,-3.300,0.500
'0:08.637',3.400,0.500,-7.700,-1.700,-2.300,0.500
'0:08.638',3.700,1.100,-6.000,-1.000,-1.400,0.500
'0:08.639',3.800,1.600,-4.600,-0.700,-1.200,0.500
'0:08.640',3.000,1.500,-4.000,-1.100,-1.600,0.500
'0:08.641',1.600,0.700,-3.800,-2.200,-2.200,0.500
'0:08.642',0.300,-0.400,-3.800,-3.400,-2.600,0.500
'0:08.643',-0.300,-1.300,-3.600,-4.000,-2.600,0.500
'0:08.644',0.000,-1.400,-3.200,-3.600,-2.200,0.500
'0:08.645',0.800,-0.900,-2.700,-2.400,-1.600,0.500
'0:08.646',1.300,0.000,-2.600,-1.000,-1.000,0.500
'0:08.647',1.000,0.900,-2.700,0.200,-0.500,0.500
'0:08.648',0.400,1.700,-2.900,0.800,0.100,0.500
'0:08.649',0.100,2.200,-2.900,0.800,0.800,0.500
'0:08.650',0.700,2.500,-2.600,0.400,1.200,0.500
'0:08.651',2.300,2.800,-2.000,-0.300,1.300,0.500
'0:08.652',4.200,2.600,-1.600,-1.100,0.800,0.500
'0:08.653',5.500,1.900,-1.900,-2.000,-0.200,0.500
'0:08.654',5.700,0.500,-3.200,-2.900,-1.600,0.500
'0:08.655',5.000,-1.400,-5.400,-3.600,-3.000,0.500
'0:08.656',3.900,-3.400,-8.000,-4.100,-4.300,0.500
'0:08.657',2.900,-4.800,-10.500,-4.300,-5.100,0.500
'0:08.658',2.200,-5.400,-12.100,-4.300,-5.700,0.500
'0:08.659',1.800,-5.200,-12.600,-4.100,-5.900,0.500
'0:08.660',1.700,-4.500,-12.200,-4.000,-6.000,0.500
'0:08.661',2.000,-3.600,-11.200,-4.000,-6.000,0.500
